"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
- [Secteur] : type de secteur considéré dans l'étude
- [Algues] : proportion globale des algues au sein du transect
- [Faune] : proportion globale de la faune au sein du transect
- [AB] : proportion des algues brunes au sein du transect
- [AR] : proportion des algues rouges au sein du transect
- [AV] : proportion des algues vertes au sein du transect
- [Sed_Cuv] : proportion des cuvettes et du substrat au sein du transect
- [Autre] : proportion d'autres cibles au sein du transect
- [Date_creat] : Date de création de la donnée
- [Source] : Source de la création de la donnée : Projet EVALG réalisé par le CEVA, coordonné par l'OFB et le PNMEGMP.
- [Auteur] : Organisme de création de la donnée : CEVA - Centre d'Etude et de Valorisation des Algues et opérateurs terrain (OFB, OBIOS, CAPENA, CPIE - IODE, LIENS).
- [Groupe_CAH] : groupe déterminé dans l'étude en fonction de la classification CAH obtenue à partir de la diversité observée des transects
- [Realisatio] : Type de transect réalisé avec ""EVALG"" (Rapid Survey), EVALG-DCE (CCO déployé dans le projet EVALG) et DCE-CCO, DCE- ABER-Roches";"";"notPlanned";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"";False;"2023-11-10T09:30:00";"2025-06-13T08:52:49.781000";"algue,biologie,especes,inspire,littoral,parc-marin,parc-naturel-marin,peche,peche-cultures-marines-agriculture-foresterie,population-vegetale,ressources,sites-proteges";False;1;1;"ogc:ows-c";"CSW-ISO-19139";"data.ofb.fr";"2023-11-10T09:30:00";"";"https://data.ofb.fr/catalogue/Donnees-geographiques-OFB/fre/catalog.search#/metadata/102ad3cf-9088-4c56-83cb-68251e11a5ad";"0.89";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";282;16
"684be6e07dd2fdcc07ae01c3";"Corail rouge sur la côte Vermeille - Méditerranée";"corail-rouge-sur-la-cote-vermeille-mediterranee";"";"https://www.data.gouv.fr/datasets/corail-rouge-sur-la-cote-vermeille-mediterranee";"Office Français de la Biodiversité";"5d7f937b8b4c4165718fbff1";"";"";"Localisation et densité du corail rouge sur la Côte Vermeille. Numérisation réalisée par l'Office français de la biodiversité sur la base du rapport: Descamp, P. and S. Carteron (2004). Le Corail rouge de la Côte Vermeille: état des lieux 2004, Association l'Oeil d'Andromède, Conseil Général des Pyrénées-Orientales: 38 p. 
- Objectif de la production : Description du patrimoine naturel sur le périmètre d'étude pour la création du Parc Naturel Marin Golfe du Lion.
- Zone d'étude: Côte Vermeille 
- Format de la donnée : point
- Contexte : étude pour la mise en place du parc naturel marin du Golfe du Lion.
- Méthodologie: Numérisation selon données bibliographiques.";"";"unknown";"License Not Specified";"";"";"";"";False;"2010-01-01T00:00:00";"2025-06-13T08:52:48.894000";"corail-rouge,cote-vermeille,mer,mer-mediterranee";False;0;0;"";"CSW-ISO-19139";"data.ofb.fr";"2010-01-01T00:00:00";"";"https://data.ofb.fr/catalogue/Donnees-geographiques-OFB/fre/catalog.search#/metadata/7838e0b6-25b0-4d03-bacb-9b39ff3fb4c2";"0.22";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";240;""
