"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
Le calcul de l’APL tient compte :
- des cabinets de chirurgiens-dentistes libéraux, cabinets secondaires inclus ;
- de l’activité comptabilisée en Équivalents Temps Plein (ETP), estimée à partir du nombre d’actes réalisés dans l’année ;
- d’un recours dégressif avec la distance entre 0 et 15 minutes (seuils à 5 min, 10 min et 15 min).
L’indicateur est calculé pour 100 000 habitants.
**_Attention !_**
La mise à jour de l’indicateur sur données 2013 a été effectuée à l’aide d’un distancier différent de celui utilisé pour le calcul de l’APL 2010 (distancier Metric de l’Insee au lieu du distancier Odomatrix de l’INRA). Ce changement de distancier a pour effet mécanique d’augmenter les distances entre les communes.
De ce fait, les données 2010 (ancien distancier) et 2013 (nouveau distancier) ne sont pas immédiatement comparables. L’indicateur d’APL pour 2010 a donc été recalculé à l’aide de ce nouveau distancier pour pallier ce problème. ****
 **Pour toute comparaison, il faut donc impérativement utiliser la variable « APL 2010 (nouveau distancier) » et non « APL 2010 (ancien distancier) ».**
POUR PLUS DE PRECISION, VOIR LA NOTICE DANS LE DOSSIER ""APL""  
 **Dimension**|  **Articles**|  **Type**|  **Description**  
---|---|---|---  
DONNEES| 3| Normal| APL aux dentistes libéraux  
Commune| 36746| Normal| Commune de France";"";"unknown";"License Not Specified";"";"";"";"";False;"2022-03-07T17:30:11.340000";"2021-06-11T18:45:02";"sante-et-systeme-de-soins";"2023-02-10T01:15:08.415000";2;2;"json,csv";"DCAT";"data.drees.solidarites-sante.gouv.fr";"";"2021-06-11T18:45:02";"https://data.drees.solidarites-sante.gouv.fr/explore/dataset/accessibilite-potentielle-localisee-apl-aux-chirurgiens-dentistes-liberaux/";"0.56";0;0;0;0;0;0;0;1371;266
"6226331343207324363e0c52";"La formation aux professions sociales";"la-formation-aux-professions-sociales";"";"https://www.data.gouv.fr/datasets/la-formation-aux-professions-sociales";"Ministère des Solidarités et de la Santé";"534fff94a3a7292c64a77fc1";"";"";"Sont mises ici à disposition des données sur le nombre d'établissements de formations aux professions du social ainsi que le nombre et les caractéristiques des étudiants ou élèves en formation (sexe, âge, niveau de formation générale, mode de prise en charge financière, etc.) jusqu'en 2017. Ainsi que sur le déroulement de la formation (nombre d'inscrits, de diplômés, d'interruption etc.)
Ces données sont issues de l'enquête auprès des centres de formation aux professions du social, aussi appelée enquête ""Ecoles"", et sont disponibles par année et pour certaines en série longue.";"";"";"License Not Specified";"";"";"";"";False;"2025-11-10T14:24:25.444000";"2025-11-10T14:24:25.444000";"diplome,ecole,education,examen-concours,formation-sociale,niveau-detudes,professionnels-du-social,systeme-de-protection-sociale,travail-social";False;19;2;"vnd.ms-excel,vnd.openxmlformats-officedocument.spreadsheetml.sheet,json,csv";"DCAT";"data.drees.solidarites-sante.gouv.fr";"";"2025-11-10T14:24:25.444000";"https://data.drees.solidarites-sante.gouv.fr/explore/dataset/492_la-formation-aux-professions-sociales/";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2791;3745
"62263313072c63d4d53e0c4f";"Les dépenses d'aide sociale départementale";"les-depenses-daide-sociale-departementale";"";"https://www.data.gouv.fr/datasets/les-depenses-daide-sociale-departementale";"Ministère des Solidarités et de la Santé";"534fff94a3a7292c64a77fc1";"";"";"Les données nationales et départementales mises à disposition ici, par année et en série longue, portent sur les dépenses d'aide sociale des départements (aide sociale aux personnes âgées ou handicapées, aide sociale à l'enfance, RSA).
Ces données sont issues de l’[enquête Aide sociale](https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/lenquete-aide-sociale-aupres-des-conseils-departementaux) auprès des conseils départementaux, réalisée chaque année par la DREES, qui recueille des données sur les bénéficiaires des aides sociales, les dépenses et les personnels de l’action sociale et médico-sociale.
Par ailleurs, les bases complètes des données brutes, c’est à dire telles que déclarées par les collectivités, depuis l’année 2015 sont diffusées dans le jeu de données : 
\- [Bases de données brutes de l’enquête Aide sociale – Volet dépenses](https://data.drees.solidarites-sante.gouv.fr/explore/dataset/bases-de-donnees-brutes-de-l-enquete-aide-sociale-volet-depenses/information/)
Des données complémentaires sur les bénéficiaires de l'aide sociale sont disponibles dans d'autres jeux de données :
\- [Les bénéficiaires de l'aide sociale à l'enfance](https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-beneficiaires-de-l-aide-sociale-a-l-enfance/information/)
\- [Les bénéficiaires de l'aide sociale départementale aux personnes âgées ou handicapées](https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-beneficiaires-de-l-aide-sociale-departementale-aux-personnes-agees-ou-handic/information/)
\- [Les caractéristiques des bénéficiaires de l'aide sociale départementales aux personnes âgées ou handicapées](https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-caracteristiques-des-beneficiaires-de-l-aide-sociale-departementale-aux-pers/information/).";"";"annual";"License Not Specified";"1999-01-01";"2023-12-31";"fr:departement";"France";False;"2025-12-19T08:57:06.029000";"2025-12-19T08:57:06.029000";"aide-et-action-sociales,aide-sociale-a-lenfance,aide-sociale-a-lhebergement,aide-sociale-aux-personnes-agees,aide-sociale-aux-personnes-handicapees,aide-sociale-departementale,ase,ash,depenses,depenses-actp,depenses-apa,depenses-brutes,depenses-daides-sociales,depenses-nettes,depenses-pch,depenses-rsa,enfance-jeunesse-famille,grand-age-et-autonomie,handicap-et-invalidite,indice-des-prix-a-la-consomation,insertion,minima-sociaux-et-pauvrete,psd,systeme-de-protection-sociale";False;7;0;"vnd.ms-excel,vnd.openxmlformats-officedocument.spreadsheetml.sheet";"DCAT";"data.drees.solidarites-sante.gouv.fr";"";"2025-12-19T08:57:06.029000";"https://data.drees.solidarites-sante.gouv.fr/explore/dataset/376_les-depenses-d-aide-sociale-departementale/";"0.78";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";6132;3600
"62263313ca3d6516043e0c4f";"[PANORAMA STATISTIQUE] : Enfance, Jeunesse, Famille";"panorama-statistique-enfance-jeunesse-famille";"";"https://www.data.gouv.fr/datasets/panorama-statistique-enfance-jeunesse-famille";"Ministère des Solidarités et de la Santé";"534fff94a3a7292c64a77fc1";"";"";"Le panorama statistique « Cohésion sociale, Travail, Emploi » présente des données départementales et régionales homogènes sur la démographie, la politique de la ville, la pauvreté, la précarité et l’exclusion, le handicap et la dépendance, le logement et l’hébergement, la jeunesse, l’enfance et la protection de l'enfance, la délivrance de certains diplômes (professions sociales, professions de santé), les travailleurs handicapés, les jeunes ni en études, ni en emploi, ni en formation (NEET), l'emploi des séniors, le cumul emploi-retraite, l'emploi dans le domaine associatif.
\- Une version Internet permettant aux utilisateurs de télécharger la maquette nationale, présentant des données ou des indicateurs au niveaux régional et départemental. Une carte interactive permet par ailleurs de choisir une région ou un département et d'en visualiser les données en les comparant à celles du niveau national. Les éditions des années antérieurs sont également consultables. 
Panorama statistique Cohésion Sociale - Travail - Emploi - 2021 [](https://drees.solidarites-sante.gouv.fr/IMG/apps/panorama/)[Téléchargement](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/)[(10.8 ko)](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/)[ ](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/)
\- Une version PDF présentant uniquement les données régionales.
Panorama statistique Cohésion Sociale - Travail - Emploi - 2021  [](https://drees.solidarites-sante.gouv.fr/IMG/pdf/panorama2019.pdf ""Téléchargement	\(3.7 Mo\) \(nouvelle fenêtre\)"")[Téléchargement](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/pdf/panorama2021.pdf)[](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/pdf/panorama2019.pdf)[(3.7 Mo)](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/pdf/panorama2019.pdf)[ ](https://drees.solidarites-sante.gouv.fr/sites/default/files/panorama/pdf/panorama2019.pdf)";"";"unknown";"License Not Specified";"";"";"";"";False;"2022-03-07T17:30:11.079000";"2022-05-18T17:34:47.331000";"enfance,famille,jeunesse";"2023-05-18T00:15:02.540000";4;4;"xlsx";"DCAT";"data.drees.solidarites-sante.gouv.fr";"";"2022-05-18T17:34:47.331000";"https://data.drees.solidarites-sante.gouv.fr/explore/dataset/panorama-statistique-enfance-jeunesse-famille/";"0.33";0;0;0;0;0;0;0;1484;306
