"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
- « CCC » le code INSEE de la commune ;
- « PPP » le préfixe de section. Par défaut ce préfixe est égale à « 000 » sauf dans les cas suivants :
- en cas d’absorption de commune, ce préfixe a pour valeur le code INSEE de la commune absorbée ;
- en cas de communes à arrondissements, ce préfixe contient le code de l’arrondissement (pour Paris de 101 à 120, pour Lyon de 381 à 389, pour Marseille de 201 à 216, dans le cas de la ville de Toulouse il s’agit du code de quartier prenant les valeurs de 801 à 846)
- « SS » est la désignation de la section « cadastrale » (en cas de lettre de section unique, la lettre de section est précédée du chiffre « 0 » par exemple « section 0A ») ;
- « NN » est le numéro de la feuille (« 01 » par défaut)
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/0bd17a2a330842c68ec4a412d1df6824/AiCyPK6W8fg012l-vHV0s5tPry5b0/r/353b6224ed59482894e8a8d409f46fab).";"";"annual";"License Not Specified";"";"";"";"";False;"2021-12-27T09:48:24.384000";"2019-07-31T00:00:00";"autocad,cadastre,donnees-ouvertes,lorient-agglomeration,mission-sig,queven,referentiels-cadastre";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2019-07-31T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2677;233
"61c97dd8725b22f6c18b8e9e";"Document d'urbanisme de la commune de Lanester";"document-durbanisme-de-la-commune-de-lanester";"";"https://www.data.gouv.fr/datasets/document-durbanisme-de-la-commune-de-lanester";"Lorient Agglomération";"55b8c85288ee3827203ca288";"";"";"Cet ensemble de données gère le document d'urbanisme ayant été approuvé à l'échelle communale.
Le PLU a été approuvé le 21 novembre 2019, modifié le 10 février 2022 et mis à jour le 19 octobre 2022.
**Contexte de collecte**
Cette table est modifiée à chaque nouvelle procédure modifiant le document d'urbanisme
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/0bd17a2a330842c68ec4a412d1df6824/AiCyPK6W8fg012l-vHV0s5tPry5b0/r/c36906c883294022aedf6de46d3dc370).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-12-27T09:48:24.375000";"2022-11-08T00:00:00";"amenagement-urbanisme-zonages-planification,document-durbanisme,donnees-ouvertes,lanester,plu,urbanisme,urbanisme-et-foncier-planification-et-documents-durbanisme";"2024-05-10T00:33:07.774000";4;4;"zip";"DCAT";"dcat.isogeo.com";"";"2022-11-08T00:00:00";"";"0.33";0;0;0;0;0;0;0;1145;540
"61c97dd89008baa3368b8e9e";"Tournées de collecte de Lorient Agglomération";"tournees-de-collecte-de-lorient-agglomeration-1";"";"https://www.data.gouv.fr/datasets/tournees-de-collecte-de-lorient-agglomeration-1";"Lorient Agglomération";"55b8c85288ee3827203ca288";"";"";"Que ce soit directement avec ses agents ou par l’intermédiaire d’un prestataire de services, Lorient Agglomération assure la collecte des déchets ménagers (les trois bacs jaunes, vert et bleu) sur les 25 communes de l’agglomération. 
Elles ont lieu soit une fois par semaine soit tous les quinze jours.
Cette base de données localise à l'adresse des tournées de collectes des déchets ménagers sur le territoire de Lorient Agglomération.
**Contexte de collecte**
Le bureau d'étude EXEO a travaillé sur l'optimisation des tournées pour le compte de Lorient Agglomération. Les services de Lorient Agglomération ont retravaillé les informations pour les rendent cohérentes avec leur référentiel adresse.
**Méthode de collecte**
Calcul des tournées à partir du référentiel adresse de Lorient Agglomération
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `id1` |  | `numeric(10,0)` |
| `cletachbio` |  | `numeric(1000,500)` |
| `nbbacs_bio` |  | `numeric(1000,500)` |
| `coor_geo_2` |  | `varchar(255)` |
| `emb_isole` |  | `varchar(255)` |
| `codepostal` |  | `varchar(255)` |
| `nbbacs_emb` |  | `numeric(1000,500)` |
| `dmr` |  | `varchar(255)` |
| `emb` |  | `varchar(255)` |
| `cletrondmr` |  | `numeric(1000,500)` |
| `heure_emb` |  | `char(50)` |
| `coor_geo_1` |  | `varchar(255)` |
| `adresse` |  | `varchar(255)` |
| `code_insee` |  | `varchar(255)` |
| `maj` |  | `varchar(255)` |
| `gid` |  | `serial,PRIKEY` |
| `libzon_emb` |  | `varchar(255)` |
| `dmr_isole` |  | `varchar(255)` |
| `heure_dmr` |  | `char(50)` |
| `bio` |  | `varchar(255)` |
| `libzon_bio` |  | `varchar(255)` |
| `coor_proj2` |  | `varchar(255)` |
| `libzon_dmr` |  | `varchar(255)` |
| `cletronemb` |  | `numeric(1000,500)` |
| `poids_dmr` |  | `numeric(1000,500)` |
| `coor_proj1` |  | `varchar(255)` |
| `heure_bio` |  | `char(50)` |
| `bio_isole` |  | `varchar(255)` |
| `rue` |  | `varchar(255)` |
| `gmrotation` |  | `numeric(1000,500)` |
| `cletachemb` |  | `numeric(1000,500)` |
| `nbbacs_dmr` |  | `numeric(1000,500)` |
| `poids_emb` |  | `numeric(1000,500)` |
| `cletachdmr` |  | `numeric(1000,500)` |
| `commune` |  | `varchar(255)` |
| `poids_bio` |  | `numeric(1000,500)` |
| `cote` |  | `varchar(255)` |
| `cletronbio` |  | `numeric(1000,500)` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/0bd17a2a330842c68ec4a412d1df6824/AiCyPK6W8fg012l-vHV0s5tPry5b0/r/7bdfaa79f2ab4b3484f627a0794f600c).";"";"monthly";"Open Data Commons Open Database License (ODbL)";"";"";"";"";False;"2021-12-27T09:48:24.359000";"2021-12-27T09:48:24.359000";"circuit,collecte,cvd,donnees-ouvertes,espace-public-dechets-et-proprete,igt,lorient-agglomeration";"2022-05-04T02:13:18.951000";2;2;"zip,geojson";"";"dcat.isogeo.com";"";"";"";"0.56";0;0;0;0;0;0;0;828;66
"61c97dd81f3d06efa58b8e9e";"Cadastre graphique de Groix";"cadastre-graphique-de-groix-1";"";"https://www.data.gouv.fr/datasets/cadastre-graphique-de-groix-1";"Lorient Agglomération";"55b8c85288ee3827203ca288";"";"";"Le plan du cadastre est un document administratif qui propose l’unique plan parcellaire à grande échelle couvrant le territoire national.
Le plan du cadastre d’une commune est découpé en sections, elles-mêmes pouvant être découpées en subdivisions de sections, communément appelées « feuilles de plan ».
- La section cadastrale est une portion du territoire communal dont le périmètre est généralement constitué par des limites présentant un caractère relativement stable sur le terrain (route, chemins, cours d’eau…).
- La parcelle est l’unité cadastrale de base. C’est un terrain d’un seul tenant situé dans un même lieudit et appartenant à un même propriétaire.
- Le plan du cadastre au format vecteur est issu majoritairement de numérisation du plan cadastral papier ou raster réalisée dans le cadre de conventions avec les collectivités territoriales. Dans une moindre mesure, il a été confectionné directement au format numérique dans le cadre de la production de plans cadastraux neufs (procédure du remaniement prévue par la loi n° 78-645 du 18 juillet 1974) ou d’aménagements fonciers agricoles et forestiers (communément désignés sous le terme « remembrements »).
Les plans cadastraux au format vecteur en France métropolitaine sont actuellement géoréférencés dans le système légal (RGF93) à l’aide des projections « coniques conformes 9 zones ». Le géoréférencement des plans vecteur a pu être obtenu :
- lors de leur confection (cas des plans cadastraux très récents) ;
- après transformation de leurs coordonnées exprimées dans la projection Lambert zones ;
- lors de leur vectorisation (cas des plans non initialement géoréférencés)
**Contexte de collecte**
Les plans cadastraux au format vecteur gérés et exportés par les services de la DGFiP ont été confectionnées à partir de levers terrain. Selon les feuilles de plan, les conditions de vectorisation et de géoréférencement sont diverses. Ces informations sont disponibles sur les fiches de chacune des communes.
**Méthode de collecte**
Les plans cadastraux au format vecteur gérés et exportés par les services de la DGFiP ont été confectionnées à partir de levers terrain. Selon les feuilles de plan, les conditions de vectorisation et de géoréférencement sont diverses. Ces informations sont disponibles sur les fiches de chacune des communes.
Les plans cadastraux sont de plusieurs types :
- plans dits « mis à jour » : ce sont des plans cadastraux mis à jour à partir de la trame des plans cadastraux napoléoniens. Ce ne sont pas des plans réguliers. Ces feuilles de plan sont identifiables par leur section à lettre unique (par exemple « section A »). Les échelles des feuilles de plan peuvent être variables et sont principalement aux échelles suivantes : 1/1250, 1/2500 et 1/5000 ;
- plans dits « réguliers » : ce sont des plans qui ont été confectionnés lors de la rénovation du cadastre sans reprendre la trame des plans napoléoniens. Parmi ces plans, l’on distingue deux catégories :
- les plans dits « renouvelés » : ce sont des plans qui n’ont pas fait l’objet lors de leur confection d’une délimitation contradictoire des propriétés sur le terrain ;
- les plans « refaits » qui ont quant à eux fait l’objet d’une délimitation contradictoire des propriétés ;
Lorsque le plan cadastral n’est plus en mesure de répondre aux besoins (notamment en raison de son échelle ou de son imprécision éventuelle), il peut être refait selon la procédure du « remaniement » prévue par la loi n° 78-645 du 18 juillet 1974.
Les plans cadastraux résultant d’opérations d’aménagements fonciers sont appelés « plans remembrés ».
L’identifiant d’une feuille de plan est de la forme : « DDCCCPPPSSNN » où :
- « DD » est le numéro du département ;
- « CCC » le code INSEE de la commune ;
- « PPP » le préfixe de section. Par défaut ce préfixe est égale à « 000 » sauf dans les cas suivants :
- en cas d’absorption de commune, ce préfixe a pour valeur le code INSEE de la commune absorbée ;
- en cas de communes à arrondissements, ce préfixe contient le code de l’arrondissement (pour Paris de 101 à 120, pour Lyon de 381 à 389, pour Marseille de 201 à 216, dans le cas de la ville de Toulouse il s’agit du code de quartier prenant les valeurs de 801 à 846)
- « SS » est la désignation de la section « cadastrale » (en cas de lettre de section unique, la lettre de section est précédée du chiffre « 0 » par exemple « section 0A ») ;
- « NN » est le numéro de la feuille (« 01 » par défaut)
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/0bd17a2a330842c68ec4a412d1df6824/AiCyPK6W8fg012l-vHV0s5tPry5b0/r/c2a27d73b151472d80572305eb58a078).";"";"annual";"License Not Specified";"";"";"";"";False;"2021-12-27T09:48:24.357000";"2019-07-31T00:00:00";"autocad,cadastre,donnees-ouvertes,groix,lorient-agglomeration,mission-sig,referentiels-cadastre";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2019-07-31T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2881;279
