"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
Territoires : .
 : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2000-01-01";"2000-01-31";"other";"";False;"2023-05-05T00:00:00";"2025-08-01T12:22:38.005000";",commune,diversite,flore,lichens,periode-moderne-depuis-2000,region-des-hauts-de-france";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/49b9d5e1-e4b1-4d78-84e0-150b345b6061";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";115;3
"688cb18d0f27781f76884b68";"MRN - Bryophytes d'intérêt patrimonial régional (Période moderne - Nombre d'espèces par commune)";"mrn-bryophytes-dinteret-patrimonial-regional-periode-moderne-nombre-despeces-par-commune";"";"https://www.data.gouv.fr/datasets/mrn-bryophytes-dinteret-patrimonial-regional-periode-moderne-nombre-despeces-par-commune";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par commune de bryophytes d’intérêt patrimonial à l'échelle régionale pour le territoire de la Métropole Rouen Normandie (MRN), observées depuis 2000.
Description du contenu
Cette couche précise par commune de la Métropole Rouen Normandie, le nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes) d’intérêt patrimonial à l'échelle régionale et observées après le 31/12/1999.
La notion de bryophyte d’intérêt patrimonial est décrite dans les référentiels taxonomiques de DIGITALE sur :
https://www.cbnbl.org/referentiels-taxonomiques-et-statuts-regionaux-et-departementaux-bryophytes
Données attributaires
Commune [libelle] : libellé de la commune avec code INSEE entre parenthèses.
Code INSEE [code] : code INSEE de la commune.
Nombre d’espèces [nbre] : nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes)  d'intérêt patrimonial régional et observées depuis 2000 dans la commune.
Liste des espèces [listetaxons]* : listes des espèces de bryophytes (mousses, hépatiques et anthocérotes) d'intérêt patrimonial régional et observées depuis 2000 dans la commune.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeEspecesDescription.pdf
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoires : Métropole Rouen Normandie (MRN).";"";"quarterly";"License Not Specified";"2000-01-01";"2000-01-31";"other";"";False;"2023-11-07T00:00:00";"2025-08-01T12:22:37.639000";",bryophytes,commune,flore,interet-patrimonial-regional,metropole-rouen-normandie-mrn,periode-moderne-depuis-2000";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/49730008-b50d-43f8-b16f-f78985cd1bf2";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";130;""
"688cb18d0f27781f76884b67";"PNRCMO - Diversité - Végétations tous statuts (Période moderne - Par commune)";"pnrcmo-diversite-vegetations-tous-statuts-periode-moderne-par-commune";"";"https://www.data.gouv.fr/datasets/pnrcmo-diversite-vegetations-tous-statuts-periode-moderne-par-commune";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par commune de végétations (tous statuts) pour le territoire du PNR des Caps et Marais d'Opale, observées depuis 2000.
Description du contenu
Cette couche précise par commune et pour le territoire du PNR des Caps et Marais d'Opale, le nombre de microcénoses (tous statuts) observées après le 31/12/1999.
La liste des végétations citées en région est disponible dans les référentiels syntaxonomiques de DIGITALE sur :
https://www.cbnbl.org/referentiels-syntaxonomiques-regionaux-vegetation-du-nord-ouest-france
Données attributaires
Commune [libelle] : libellé de la commune avec code INSEE entre parenthèses.
Code INSEE [code] : code INSEE de la commune.
Nombre de végétations [nbre] : nombre de végétations (tous statuts) observées depuis 2000 sur la commune.
Liste des syntaxa [syntaxa]* : liste des végétations (tous statuts) observées depuis 2000 dans la commune.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeHabitatsDescription.pdf
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoires : Parc naturel régional des Caps et Marais d'Opale (PNRCMO).";"";"quarterly";"License Not Specified";"2000-01-01";"2000-01-31";"other";"";False;"2025-01-30T00:00:00";"2025-08-01T12:22:37.231000";"commune,diversite,microcenoses,parc-naturel-regional-des-caps-et-marais-dopale-pnrcmo,periode-moderne-depuis-2000,vegetations";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/46e915cb-a1d2-436f-afac-77d4576d1e04";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";120;2
"688cb18c0f27781f76884b66";"Hauts-de-France - Végétations caractéristiques de zones humides (Toutes périodes - Par maille 1 km²)";"hauts-de-france-vegetations-caracteristiques-de-zones-humides-toutes-periodes-par-maille-1-km2";"";"https://www.data.gouv.fr/datasets/hauts-de-france-vegetations-caracteristiques-de-zones-humides-toutes-periodes-par-maille-1-km2";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par maille 1 km² de végétations caractéristiques de zones humides pour la région des Hauts-de-France, observées toutes dates.
Description du contenu
Cette couche précise par maille 1 km² et pour les cinq départements des Hauts-de-France (02, 59, 60, 62, 80), le nombre de végétations caractéristiques de zones humides et observées toutes dates.
On entend par ""Végétations caractéristiques de zones humides"" les syntaxa inscrits à l’annexe 2 de l’arrêté « délimitation des zones humides ». Statut affecté d’après la liste des communautés d’espèces végétales, dénommées « habitats », caractéristiques de zones humides : Annexe 2 de l’Arrêté du 24 juin 2008 précisant les critères de définition et de délimitation des zones humides en application des articles L. 214-7-1 et R. 211-108 du code de l’environnement.
La liste des végétations caractéristiques de zones humides est disponible dans les référentiels syntaxonomiques de DIGITALE sur :
https://www.cbnbl.org/referentiels-syntaxonomiques-regionaux-vegetation-du-nord-ouest-france
Données attributaires
Maille [maille] : libellé de la maille 1 km².
Nombre de syntaxa [nbre] : nombre de végétations caractéristiques de zones humides et observées toutes dates sur la maille.
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoires : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2026-01-01";"2026-01-31";"other";"";False;"2023-09-20T00:00:00";"2025-08-01T12:22:36.151000";",maille-1-km2,microcenoses,periodes-ancienne-et-moderne-toutes-dates,region-des-hauts-de-france,vegetations,zones-humides";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/465825e7-badc-4e9d-953e-0617d54429fa";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";124;9
"688cb18b0f27781f76884b65";"Hauts-de-France - Bryophytes menacées régionales (Toutes périodes - Par commune)";"hauts-de-france-bryophytes-menacees-regionales-toutes-periodes-par-commune";"";"https://www.data.gouv.fr/datasets/hauts-de-france-bryophytes-menacees-regionales-toutes-periodes-par-commune";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par commune de Bryophytes menacées régionales pour la région des Hauts-de-France, observées toutes dates.
Description du contenu
Cette couche précise par commune et pour les cinq départements des Hauts-de-France (02, 59, 60, 62, 80), le nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes) menacées régionales et observées toutes dates.
Une bryophyte est dite ""menacée"" si elle a comme cotation UICN de niveau de menace régional l'une des valeurs suivantes : ""CR*"", ""CR"", ""EN"" ou ""VU"".
La liste des bryophytes menacées est disponible dans les référentiels taxonomiques de DIGITALE sur :
https://www.cbnbl.org/referentiels-taxonomiques-et-statuts-regionaux-bryophytes
Données attributaires
Commune [libelle] : libellé de la commune avec code INSEE entre parenthèses.
Code INSEE [code] : code INSEE de la commune.
Nombre d’espèces [nbre] : nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes) menacées régionales et observées toutes dates sur la commune.
Liste des espèces [listetaxons]* : listes des espèces de bryophytes (mousses, hépatiques et anthocérotes)  menacées régionales et observées toutes dates dans la commune.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeEspecesDescription.pdf
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoires : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2026-01-01";"2026-01-31";"other";"";False;"2023-09-05T00:00:00";"2025-08-01T12:22:35.797000";",bryophytes,commune,flore,menace-regionale,periodes-ancienne-et-moderne-toutes-dates,region-des-hauts-de-france";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/45d0f0de-1290-4dc8-bfa7-7434a462dce2";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";127;3
"688cb18b0f27781f76884b64";"Hauts-de-France - Characées tous statuts - Pression d'inventaire (Toutes périodes - Par maille 100 km²)";"hauts-de-france-characees-tous-statuts-pression-dinventaire-toutes-periodes-par-maille-100-km2";"";"https://www.data.gouv.fr/datasets/hauts-de-france-characees-tous-statuts-pression-dinventaire-toutes-periodes-par-maille-100-km2";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre, par maille 100 km², d'observations de characées (tous statuts) pour la région des Hauts-de-France, réalisées toutes dates
Description du contenu
Cette couche précise par maille 100 km² des cinq départements des Hauts-de-France (02, 59, 60, 62, 80), le nombre d’observations de characées (tous statuts) réalisées toutes dates.
Données attributaires
Maille [libelle] : libellé de la maille 100 km².
Nombre d’observations [nbre] : nombre d’observations de characées (tous statuts) réalisées toutes dates
 sur la maille.
Liste des espèces [listetaxons]* : liste des espèces de characées (tous statuts) observées toutes dates
 sur la maille.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeEspecesDescription.pdf
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoire CBNBL : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2026-01-01";"2026-01-31";"other";"";False;"2023-06-22T00:00:00";"2025-08-01T12:22:35.339000";"characees,flore,maille-100-km2,periodes-ancienne-et-moderne-toutes-dates,pression-dinventaire,region-des-hauts-de-france";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/459fcf47-61fe-4a5b-a52a-c5293d5ab527";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";126;2
"688cb18a0f27781f76884b63";"PNRCMO - Pression d'inventaire - Végétations tous statuts (Période moderne - Par commune)";"pnrcmo-pression-dinventaire-vegetations-tous-statuts-periode-moderne-par-commune";"";"https://www.data.gouv.fr/datasets/pnrcmo-pression-dinventaire-vegetations-tous-statuts-periode-moderne-par-commune";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par commune d'observations de végétations (tous statuts) pour le territoire du PNR des Caps et Marais d'Opale, observées depuis 2000.
Description du contenu
Cette couche précise par commune et pour le territoire du PNR des Caps et Marais d'Opale, le nombre d'observations de microcénoses (tous statuts) observées après le 31/12/1999.
La liste des végétations citées en région est disponible dans les référentiels syntaxonomiques de DIGITALE sur :
https://www.cbnbl.org/referentiels-syntaxonomiques-regionaux-vegetation-du-nord-ouest-france
Données attributaires
Commune [libelle] : libellé de la commune avec code INSEE entre parenthèses.
Code INSEE [code] : code INSEE de la commune.
Nombre d'observations [nbre] : nombre d'observations de végétations (tous statuts) observées depuis 2000 sur la commune.
Liste des syntaxa [syntaxa]* : liste des végétations (tous statuts) observées depuis 2000 dans la commune.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeHabitatsDescription.pdf
Territoires : Parc naturel régional des Caps et Marais d'Opale (PNRCMO).";"";"quarterly";"License Not Specified";"2000-01-01";"2000-01-31";"other";"";False;"2025-01-29T00:00:00";"2025-08-01T12:22:34.899000";"commune,microcenoses,parc-naturel-regional-des-caps-et-marais-dopale-pnrcmo,periode-moderne-depuis-2000,pression-dinventaire,vegetations";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/44864cba-1de8-47f7-bc64-0a7a4b9bbec5";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";127;2
"688cb18a0f27781f76884b62";"Hauts-de-France - Diversité - Plantes vasculaires indigènes (Toutes périodes - Par maille 1 km²)";"hauts-de-france-diversite-plantes-vasculaires-indigenes-toutes-periodes-par-maille-1-km2";"";"https://www.data.gouv.fr/datasets/hauts-de-france-diversite-plantes-vasculaires-indigenes-toutes-periodes-par-maille-1-km2";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par maille d'1 km² de plantes vasculaires indigènes pour la région des Hauts-de-France, observées toutes dates
Description du contenu
Cette couche précise par maille d'1 km² des cinq départements des Hauts-de-France (02, 59, 60, 62, 80), le nombre d’espèces de plantes vasculaires (Fougères et Plantes à graines) indigènes et observées toutes dates.
Une plante est dite ""indigène"" si elle a, comme statut régional d'indigénat principal ou secondaire, l'une des valeurs suivantes : ""I - Indigène"" ou ""I? - Présumé indigène"".
La liste des plantes vasculaires indigènes est disponible dans les référentiels taxonomiques de DIGITALE sur : 
https://www.cbnbl.org/referentiels-taxonomiques-et-statuts-regionaux-et-departementaux-flore-vasculaire
Données attributaires
Maille [libelle] : libellé de la maille 1 km².
Nombre d’espèces [nbre] : nombre d’espèces de plantes vasculaires (Fougères et Plantes à graines) indigènes et observées toutes date dans la maille.
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
GEMET : .
Territoires : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2026-01-01";"2026-01-31";"other";"";False;"2023-09-06T00:00:00";"2025-08-01T12:22:34.478000";",flore,maille-1-km2,periodes-ancienne-et-moderne-toutes-dates,plantes-vasculaires-indigenes,region-des-hauts-de-france";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/4112b003-1415-450f-8238-be2393ce3971";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";127;3
"688cb1890f27781f76884b61";"Hauts-de-France - Bryophytes indigènes non revues (Par commune)";"hauts-de-france-bryophytes-indigenes-non-revues-par-commune";"";"https://www.data.gouv.fr/datasets/hauts-de-france-bryophytes-indigenes-non-revues-par-commune";"Conservatoire botanique national des Hauts-de-France";"688c85f68daa30e04da1af42";"";"";"Nombre par commune de bryophytes indigènes non revues dans la communes depuis 2000
Description du contenu
Cette couche précise par commune des cinq départements des Hauts-de-France (02, 59, 60, 62, 80), le nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes) indigènes observées avant le 1/01/2000 mais non revues depuis dans la commune.
Données attributaires
Commune [libelle] : libellé de la commune avec code INSEE entre parenthèses.
Code INSEE [code] : code INSEE de la commune.
Nombre d’espèces [nbre] : nombre d’espèces de bryophytes (mousses, hépatiques et anthocérotes) indigènes non revues depuis 2000 dans la commune.
Liste des espèces [listetaxons]* : listes des espèces de de bryophytes (mousses, hépatiques et anthocérotes) indigènes non revues depuis 2000 dans la commune.
*voir informations complémentaires et codifications utilisées sur : https://digitale.cbnbl.org/aide/Digitale2_ListeEspecesDescription.pdf
Comment ajouter la carte à un outil de visualisation cartographique QGIS ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_WMS-WFS_AjoutQGIS.pdf
Comment télécharger les données ?
Voir : https://digitale.cbnbl.org/aide/Digitale2_CarteThématique_Téléchargement.pdf
Territoires : Région des Hauts-de-France.";"";"quarterly";"License Not Specified";"2000-01-01";"2000-01-31";"other";"";False;"2025-02-04T00:00:00";"2025-08-01T12:22:33.390000";"bryophytes-indigenes,commune,flore,non-revue,region-des-hauts-de-france";False;1;1;"ogc:wms";"CSW-DCAT";"www.geo2france.fr";"";"";"https://www.geo2france.fr/geonetwork/srv/resources/40c2e6ed-6f62-4d8c-85c8-bb804011c55c";"1.00";0;0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";0;0;"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0, '2025-09': 0, '2025-10': 0, '2025-11': 0, '2025-12': 0, '2026-01': 0}";149;""
