"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
Ces plans peuvent être en cours d&#x27;élaboration (prescrit), appliqués par anticipation ou approuvés. 
Le dossier de PPR contient une note de présentation, un plan de zonage réglementaire et un règlement. Peuvent être joints d&#x27;autres documents graphiques utiles à la compréhension de la démarche (aléas, enjeux...). Chaque PPR est repéré par un polygone qui correspond à l&#x27;ensemble de communes concernées du périmètre de prescription lorsqu&#x27;il est à l&#x27;état prescrit ; et l&#x27;enveloppe des zones réglementées lorsqu&#x27;il est à l&#x27;état approuvé. Cette table géographique permet de cartographier les PPRN ou PPRT existant sur le département. 
Chaque document de PPR existant dans cette table géographique est lié à l&#x27;aide de son code GASPAR de format « ddd[PREF|DDT|DDTM|DREAL]AAAANNNN » (AAAA et NNNN correspondent à l’année de référence et au numéro d’ordre de 
la procédure PPR associée dans GASPAR) : 
1. à sa procédure administrative d&#x27;élaboration (ou de révision) gérée dans l&#x27;application GASPAR, d&#x27;une part, 
2. à sa série des données géographiques constituantes décrite par la fiche de métadonnées N_PPRN_AAAANNNN ou N_PPRT_AAAANNNN, d&#x27;autre part.
Avertissement : Les données diffusées sont informatives et non opposables au tiers. Les données SIG ont été standardisées à partir
des données numériques ayant servis à l&#x27;élaboration des PPRn approuvés. Nous ne garantissons pas leur exhaustivité et leur exactitude
par rapport aux documents opposables. Les documents officiels et opposables aux tiers peuvent être consultés à la Mairie ou à la préfecture.
__Origine__
Mise au standard COVADIS des données numériques des PPRn des département de la région Aquitaine.
__Organisations partenaires__
DREAL Grand Est [ex-Lorraine] (Direction Régionale de l&#x27;Environnement, de l&#x27;Aménagement et du Logement Grand Est), DDT Dordogne, BARBERA Francis
__Liens annexes__
 * [Vue XML des métadonnées](http://ogc.geo-ide.developpement-durable.gouv.fr/csw/all-dataset?REQUEST&#x3D;GetRecordById&amp;SERVICE&#x3D;CSW&amp;VERSION&#x3D;2.0.2&amp;RESULTTYPE&#x3D;results&amp;elementSetName&#x3D;full&amp;TYPENAMES&#x3D;gmd:MD_Metadata&amp;OUTPUTSCHEMA&#x3D;http://www.isotc211.org/2005/gmd&amp;ID&#x3D;fr-120066022-jdd-f3209c2f-788d-4470-af23-ecfc77d41446)
➞ [Consulter cette fiche sur geo.data.gouv.fr](https://geo.data.gouv.fr/fr/datasets/51e2fe4038f35fbc99200313fcf86cf8f4d3502a)";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"";False;"2015-10-09T08:19:32.756000";"2020-02-29T06:53:54.148000";"alea,amenagement,donnees-ouvertes,enjeux,geoscientific-information,mouvement,multi-risque,passerelle-inspire,prescription,prevention,risque,risque-inondation,servitude,terrain,urbanisme";"2024-03-21T12:29:41.164000";3;0;"shp,zip,json";"";"";"";"";"";"0.67";0;0;0;0;0;0;0;1441;259
