"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
  * Nombre d’inscrits
  * Nombre d’émargements
  * Nombre de Votants 
  * Nombre de Blancs et Nuls 
  * Nombre d’exprimés
  * Les résultats pour chaque candidat
Un identifiant ID_BVOTE permet de réaliser une jointure avec [les jeux de données géographiques des secteurs de bureaux de vote](https://parisdata.opendatasoft.com/explore/?sort=modified&q=secteurs+bureaux)
Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris ( ""Sigles résultats"" jusqu'en 2015 et de ""Paris Vote"" à partir de 2017).
Nous attirons l'attention des utilisateurs sur le fait que des écarts peuvent exister entre les résultats de ces fichiers et ceux publiés par le Ministère de l’Intérieur. Ces résultats ne prennent pas en compte d’éventuelles rectifications effectuées par les organismes de contrôle ou le juge de l’élection.";"";"";"Open Data Commons Open Database License (ODbL)";"";"";"";"";False;"2019-11-08T00:00:00";"2019-12-04T09:09:54.199000";"citoyennete,election,municipales,resulats,scrutin,vote";False;18;2;"vnd.openxmlformats-officedocument.spreadsheetml.sheet,json,csv";"DCAT";"opendata.paris.fr";"";"2019-12-04T09:09:54.199000";"https://opendata.paris.fr/explore/dataset/elections-municipales-2014-2emetour/";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3841;4082
"5dcf7546dee7e72b8493694e";"Elections - Législatives 2017 - 2èmeTour";"elections-legislatives-2017-2emetour";"";"https://www.data.gouv.fr/datasets/elections-legislatives-2017-2emetour";"Ville de Paris";"534fff89a3a7292c64a77eb7";"";"";"**Résultats du 2ème tour des élections législatives du 18 juin 2017 par bureau de vote, quartier, arrondissement et circonscription.**
Vous retrouverez :
  * Nombre de procurations
  * Nombre d’inscrits
  * Nombre d’émargements
  * Nombre de votants 
  * Nombre de blancs
  * Nombre de nuls 
  * Nombre d’exprimés
  * Les résultats pour chaque candidat
Un identifiant ID_BVOTE permet de réaliser une jointure avec [les jeux de données géographiques des secteurs de bureaux de vote](https://parisdata.opendatasoft.com/explore/?sort=modified&q=secteurs+bureaux)
Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris ( ""Sigles résultats"" jusqu'en 2015 et de ""Paris Vote"" à partir de 2017).
Nous attirons l'attention des utilisateurs sur le fait que des écarts peuvent exister entre les résultats de ces fichiers et ceux publiés par le Ministère de l’Intérieur. Ces résultats ne prennent pas en compte d’éventuelles rectifications effectuées par les organismes de contrôle ou le juge de l’élection.";"";"";"Open Data Commons Open Database License (ODbL)";"";"";"";"";False;"2019-11-08T00:00:00";"2019-12-04T09:10:51.623000";"citoyennete,election,legislatives,resulats,scrutin,vote";False;19;2;"vnd.openxmlformats-officedocument.spreadsheetml.sheet,json,csv";"DCAT";"opendata.paris.fr";"";"2019-12-04T09:10:51.623000";"https://opendata.paris.fr/explore/dataset/elections-legislatives-2017-2emetour/";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3487;3811
